numBtSamps,numVarSplit,avgcvMSE,avgcvErrFrac
600,2,404889.1249009172,0.47488886364932814
1500,2,404345.8095628995,0.4765542954065645
2100,2,404247.07028161024,0.47613517256559773
3000,2,404367.65028629015,0.4757450908408869
600,3,406245.7673346929,0.47729611721821363
1500,3,405054.8175237328,0.47653387108577017
2100,3,405062.5180767798,0.4762813815127334
3000,3,404858.60629356845,0.4762107520218512
600,4,408771.4662128986,0.48137074095534854
1500,4,408497.75379107136,0.4801326193810309
2100,4,408106.4815335424,0.4803397129555052
3000,4,407655.3688038595,0.48000531003604113
600,5,410880.8480145404,0.48597081237559253
1500,5,408839.5700811656,0.4823672507011824
2100,5,408746.00982508674,0.482560985541819
3000,5,408535.6778135224,0.48313171250629694
600,6,410114.1540325064,0.4884902149598919
1500,6,409026.58814254834,0.4868843112398433
2100,6,408968.8979632343,0.48735668646068936
3000,6,408755.15563227993,0.48691055469664635
600,7,411119.67054411117,0.49018850083353266
1500,7,409687.75441974914,0.48897409896219346
2100,7,409455.5284246575,0.48892500335666117
3000,7,409729.9955310048,0.49000626734133573
600,8,411018.56068185874,0.4957493438490656
1500,8,410290.5545343202,0.49434054444522113
2100,8,410021.2302264269,0.49514909292376685
3000,8,410138.3304423794,0.49505816654943463
600,9,411682.6291253755,0.5022286081156473
1500,9,411029.4895223436,0.500064180755764
2100,9,410785.0347732338,0.4999137163131758
3000,9,410728.3422166574,0.5006463920994597
600,10,413972.0574627825,0.5038518309671253
1500,10,412545.33487823926,0.5043036324194573
2100,10,411726.695364431,0.5029004861897572
3000,10,411600.5651498714,0.5034917492878815
600,11,414971.58876781014,0.5112333966858876
1500,11,413208.53151345626,0.5073529618639682
2100,11,413519.7851124348,0.5065752028234907
3000,11,413575.9452929791,0.5075859313123191
600,12,415671.93298635865,0.5160785945131522
1500,12,415588.432575237,0.5124471208446616
2100,12,415274.9515668681,0.5124513391430344
3000,12,414498.3410656367,0.5120574856532876
600,13,418055.70228628395,0.5211746333829232
1500,13,416374.0442892554,0.518074237801246
2100,13,415926.491395687,0.5170168331355625
3000,13,415995.26910951425,0.5175063216865724
600,14,418104.9337413595,0.521714634219685
1500,14,417200.59703877964,0.5224970925043054
2100,14,417027.6627428715,0.5217519862364712
3000,14,416747.91650237225,0.5215630582635759
600,15,417740.1940423339,0.5215781413847957
1500,15,417470.2675331334,0.5232097238071137
2100,15,417862.60716590413,0.5255561619553841
3000,15,417647.6477360072,0.5252259917613746
600,16,419916.0287983985,0.5313182911684621
1500,16,419779.29281709593,0.5307711191921327
2100,16,419881.91329372465,0.5307717130865182
3000,16,419559.5560287375,0.5319909936208491
600,17,422870.28214545356,0.5390877307462211
1500,17,421084.54421427124,0.5337203419473883
2100,17,421613.0101391878,0.5352548458763686
3000,17,421357.00308649027,0.5345822175891104
600,18,422317.1515440713,0.5363091023902878
1500,18,422967.3251112805,0.5397648089936851
2100,18,422634.446039456,0.5391888323851867
3000,18,422197.4022219719,0.5389074675381305
600,19,425551.79450300534,0.5450096118782543
1500,19,424151.9820488043,0.5442522354505686
2100,19,423702.1183290644,0.5430209246095028
3000,19,423691.8565256634,0.5432492554977841
600,20,427774.21905022423,0.5530622799803291
1500,20,426311.9821311716,0.5504924248395501
2100,20,425622.5954653928,0.5480584938583932
3000,20,425459.1355267525,0.5478509633155412
600,21,427618.7028626797,0.5538392129303298
1500,21,428200.2389968294,0.5536389175419514
2100,21,427619.61393729795,0.5521686062496778
3000,21,427377.8364304068,0.5535531888090904
600,22,430543.5331071215,0.5611744388753115
1500,22,429662.40818574204,0.559629006953006
2100,22,429311.4452022226,0.5578755147042358
3000,22,428901.42002630426,0.5578221274552414
600,23,432437.6878720265,0.569240759547429
1500,23,431440.4597370423,0.5655800654973088
2100,23,430829.7077338984,0.5636052040854704
3000,23,430162.1309100796,0.5621534508425587
600,24,434159.1571157221,0.5695416161468819
1500,24,432223.4959125165,0.568783521789688
2100,24,432296.5995965141,0.5690980419780147
3000,24,432028.21944064344,0.5680204273877689
600,25,433761.19291834865,0.5696158430678843
1500,25,432776.0593717437,0.5706946185644567
2100,25,432292.84919141576,0.5700069144005141
3000,25,432277.3342005027,0.5685708520720592
600,26,435874.4985726693,0.5661149218968373
1500,26,434544.17578543583,0.567529350637776
2100,26,434439.9640838777,0.5697472400541886
3000,26,434322.32221871143,0.5697490945490779
600,27,435879.7799461868,0.5704539176446946
1500,27,436062.2271770605,0.5737433400631278
2100,27,435948.65785981104,0.5755641258010965
3000,27,435923.25175873435,0.5754462741387804
600,28,437133.83464468335,0.5733724789594717
1500,28,437490.32972842606,0.5775382262686062
2100,28,437659.2992484314,0.5793901005514004
3000,28,437554.91335383,0.579963143197372
600,29,440318.3834214929,0.582941915444137
1500,29,439122.96474927367,0.5842683583199373
2100,29,438860.8258983458,0.5836169739141079
3000,29,438542.65473214287,0.5836183023617094
600,30,439265.9147979969,0.5837994029507754
1500,30,438836.6515846044,0.5832198283390664
2100,30,439337.62757977407,0.5825974866756805
3000,30,439390.41194723226,0.5822689425491312
600,31,443146.36592992296,0.5895112400756208
1500,31,441896.91080540116,0.5915828624643007
2100,31,442107.7020882419,0.5926926062038254
3000,31,442136.91880689823,0.5923965249238076
600,32,442222.3646729468,0.588672910604718
1500,32,442416.0939220473,0.590460956635235
2100,32,442494.0104269619,0.5897426212665854
