numBtSamps,numVarSplit,avgcvMSE,avgcvErrFrac
600,2,535395.8902878745,1.8447420793084366
1500,2,536514.9769691458,1.8547820793611474
2100,2,535952.6107504064,1.8538998980323718
3000,2,535061.8503166449,1.8561078573721819
600,3,531074.2938279599,1.8701116319546
1500,3,529920.9587683758,1.8588041277400567
2100,3,530256.8265232404,1.8618107167179982
3000,3,530452.0888713322,1.8546961594215277
600,4,525367.4593130428,1.852304525737829
1500,4,527140.5319731476,1.8660270637777698
2100,4,526015.3261940691,1.8637672088476689
3000,4,526284.6621396173,1.8704622343683217
600,5,524330.8964426775,1.8727704613427238
1500,5,524589.5188896569,1.8812561359006157
2100,5,523058.26179006876,1.8529678803908558
3000,5,524358.1722281612,1.8651499376244127
600,6,522548.2118072978,1.872213264685308
1500,6,522538.6789308087,1.8708644291052006
2100,6,521906.40544841235,1.8679414090413815
3000,6,523482.43876639585,1.8718052301080517
600,7,521688.76824186376,1.8650621304557373
1500,7,521967.9262021525,1.8782487028411268
2100,7,520934.65301029553,1.864804208076567
3000,7,521915.5015123722,1.8751341903224914
600,8,521940.2010411044,1.8707063429397128
1500,8,521861.3728958799,1.8802507316571107
2100,8,520758.6479354811,1.8709841612477995
3000,8,520642.7417116593,1.8660369127879048
600,9,520926.6005552673,1.866378305814249
1500,9,520033.74756430497,1.8725168887062855
2100,9,520982.51041637844,1.8788961960412416
3000,9,519753.3442026153,1.8718500809602339
600,10,518202.10888057505,1.8727196442270007
1500,10,520014.32751495927,1.8718425839446524
2100,10,519633.31183678395,1.8778367751117386
3000,10,519221.2609339141,1.877146147608021
600,11,521780.31143734383,1.8830950560027437
1500,11,519198.8747024777,1.87805600566909
2100,11,519550.34923650726,1.8773648812335788
3000,11,519133.0189686051,1.8827923054971
600,12,519078.17608401313,1.8802212633827837
1500,12,519372.32373238343,1.8751757985164763
2100,12,519090.26121708774,1.8740491942617037
3000,12,518350.7959557634,1.8803049369268807
600,13,519527.03541908093,1.8718559616999022
1500,13,517543.7675218139,1.8713737228224605
2100,13,518314.2750556076,1.8772719203036452
3000,13,518294.94046503445,1.8833589269027278
600,14,517622.6531884636,1.8663746598732174
1500,14,519560.7185733218,1.8945713130027804
2100,14,518582.7120537968,1.884082241204992
3000,14,517755.32004563976,1.881016418080286
600,15,518520.2023686039,1.8918724849669823
1500,15,517858.37534578633,1.8746833669712317
2100,15,518570.8337256599,1.8881112940128966
3000,15,518443.76238606987,1.8843016263773655
600,16,518238.14007768326,1.8984402375418965
1500,16,516941.5400317505,1.8769228921770913
2100,16,517737.3242723928,1.8855741462709448
3000,16,517576.54628797795,1.8792959641667837
600,17,518190.37535253895,1.8903041008970598
1500,17,518179.8435791053,1.8987352457784563
2100,17,518280.15588525066,1.8881458855662634
3000,17,517295.7789096201,1.879842634812606
600,18,517217.5389454176,1.8749692865292038
1500,18,518315.9443279847,1.9033941143173652
2100,18,517679.2477229772,1.8938160236899593
3000,18,517227.257733826,1.8831510895279526
600,19,518399.5629257518,1.8834861348037915
1500,19,517304.89293327084,1.8848884569053401
2100,19,516678.86904789484,1.8833861383385158
3000,19,517205.43548116705,1.883744778792874
600,20,518200.92887897737,1.8900154067310653
1500,20,517490.4696574359,1.8904285919784203
2100,20,517170.59905036766,1.8811542513366064
3000,20,518146.6319810729,1.8935187547602474
600,21,518535.9849307845,1.8906227480905942
1500,21,517744.9463592043,1.890534928498264
2100,21,517918.05909818556,1.8864966980298397
3000,21,517785.1581283005,1.8978420082280651
600,22,519313.86358744063,1.9045249458176878
1500,22,517516.606896599,1.8872642054120383
2100,22,518437.4937113881,1.8921558316541227
3000,22,517793.12557001354,1.8919986199011134
600,23,519211.74833299627,1.9063682423094492
1500,23,516903.04636036005,1.8824831084824871
2100,23,518380.4513497107,1.8931238324483612
3000,23,516948.3684180769,1.8886198074900507
600,24,517867.71794922627,1.8939715690356016
1500,24,516457.2963516218,1.8800095673467438
2100,24,517595.0171367507,1.8976890108232591
3000,24,517638.2120794922,1.8972421257790277
600,25,517635.04720279115,1.8979691424733645
1500,25,518564.49634846294,1.8932894299573046
2100,25,517837.8452485682,1.8982600834880154
3000,25,516286.8902960084,1.888347421192873
600,26,519351.1841569112,1.8942695602625599
1500,26,516874.0815576376,1.8874614982164002
2100,26,517041.6679485477,1.8924258105140348
3000,26,517544.41341475246,1.8936655649829
600,27,519026.0911418005,1.8994773513021936
1500,27,516239.23425805324,1.8868595722626689
2100,27,517290.7875617718,1.8961208740722861
3000,27,517539.8732803442,1.8961411492551208
600,28,518157.81886222103,1.9104099395491794
1500,28,516787.6546114119,1.88846109663675
2100,28,516596.1517855883,1.8969152463193446
3000,28,516438.617256339,1.8900437507354326
600,29,518132.65481847944,1.8968200364050205
1500,29,518231.61053761235,1.9052122049620166
2100,29,516118.98260841117,1.8884078578094237
3000,29,517786.29304081766,1.8974725401114279
600,30,516964.6651179784,1.8981560786027072
1500,30,517540.6375691122,1.8994042904186077
2100,30,517373.81696895696,1.9021335363751501
3000,30,516510.81066287425,1.8946212248143983
600,31,519727.703334961,1.9028072174351567
1500,31,517373.757609353,1.900620215379076
2100,31,516468.8614953963,1.8979721394818367
3000,31,516406.320616832,1.891966283480734
600,32,520248.2237226317,1.9164471302246402
1500,32,518159.59764636826,1.893340977434399
2100,32,517877.9819238957,1.9046687147869272
3000,32,517099.2268833796,1.8937828263001515
600,33,517799.1998532107,1.8938235183209866
1500,33,515999.71138916304,1.8927999666991906
2100,33,516718.8222311066,1.8947629205552194
3000,33,518009.0688334421,1.9041918111030607
600,34,518186.09609878366,1.899522921783964
1500,34,517192.6247101005,1.8992984900594325
2100,34,516603.3674810288,1.8925086893367369
3000,34,516686.10929504933,1.8945087690754678
600,35,517058.2440000484,1.8964326608486428
1500,35,517119.31933237653,1.8888625898247455
2100,35,515449.02682864666,1.8955739171825534
3000,35,516688.5152322818,1.897962121886439
600,36,518606.6424620612,1.906045993329648
1500,36,517045.03030839626,1.8995476977645949
2100,36,516445.0161666684,1.8969339890564987
3000,36,516699.6782956038,1.8997276528735163
600,37,519420.60912094865,1.9076775736863192
1500,37,517559.25429350126,1.9006336609601615
2100,37,517145.8456272421,1.908351760816624
3000,37,515953.02374948445,1.8935688607715704
600,38,517839.7917703155,1.8994368838213458
1500,38,517676.8312887823,1.9076014538423338
2100,38,516554.7182034577,1.8938628473562096
3000,38,517193.45039733837,1.9026513271748478
600,39,517525.23877989635,1.895866624764091
1500,39,515975.911453158,1.8952964108931003
2100,39,516194.4161493281,1.9025873557097857
3000,39,516798.932460073,1.9015255545447332
600,40,518072.17357732897,1.9084642785482513
1500,40,515658.2118373615,1.9025160581528207
2100,40,517104.34680287325,1.9025304487297547
3000,40,517408.5189507683,1.8954997813308265
600,41,517726.84210239816,1.9098883325461662
1500,41,517573.1578351535,1.9053908182244172
2100,41,517873.1979364557,1.9157316008852845
3000,41,516824.76888496097,1.9040089937096654
600,42,518576.08408229385,1.9141462167792527
1500,42,516912.4887690994,1.8998229922625636
2100,42,517335.05517362594,1.9056146389576727
3000,42,516622.24435164774,1.9005865520670706
600,43,518771.86699177156,1.9041890153912258
1500,43,516459.3422193648,1.9060491583345733
2100,43,516785.61209423555,1.8990763060205826
3000,43,516617.69601687114,1.9058911884151604
600,44,517240.3397363643,1.9067767156439788
1500,44,517754.89509398356,1.9035221840243968
2100,44,516527.84353881155,1.9041638434410262
3000,44,516599.6036405075,1.8988644466450768
600,45,517068.32105058146,1.9120514581467225
1500,45,517000.8877121418,1.9019535134487797
2100,45,516360.59348866536,1.904487255653603
3000,45,516207.4357265355,1.907553505482287
600,46,516982.282590815,1.9128553246009574
1500,46,517195.3924456466,1.902594231340152
2100,46,515332.5256616775,1.8910758097341052
3000,46,516433.3857071317,1.9014328844469617
