"dayOmit","ribnumOmit","ribnumactual","yactual","yhat","resid"
489,"1","1",489,1615.64443333333,-1126.64443333333
489,"1","2",489,1603.33318888889,-1114.33318888889
489,"1","3",489,1588.56491666666,-1099.56491666666
489,"1","1",989,1538.62081111111,-549.620811111109
489,"1","1",1490,1645.98165,-155.981649999999
489,"1","1",1980,2178.47574444444,-198.475744444439
489,"1","1",2496,3185.93285,-689.932850000003
489,"1","1",3103,3207.03169444445,-104.031694444446
489,"1","1",3434,3395.01007222222,38.9899277777795
489,"1","1",3962,2708.86308333333,1253.13691666667
489,"1","1",4527,3514.51031666667,1012.48968333333
489,"2","1",489,2279.77136111111,-1790.77136111111
489,"2","2",489,2206.82515555555,-1717.82515555555
489,"2","3",489,2244.68361666666,-1755.68361666666
489,"2","2",989,1579.58618888888,-590.586188888884
489,"2","2",1490,1755.79011111111,-265.790111111106
489,"2","2",1980,2007.24827222222,-27.2482722222155
489,"2","2",2496,2534.74298333333,-38.7429833333299
489,"2","2",3103,2908.0614,194.938600000001
489,"2","2",3434,3594.49310000001,-160.493100000005
489,"2","2",3962,3317.05599444445,644.944005555551
489,"2","2",4527,2913.01777777777,1613.98222222223
489,"3","1",489,1670.43350555555,-1181.43350555555
489,"3","2",489,1676.55812222222,-1187.55812222222
489,"3","3",489,1683.12045,-1194.12045
489,"3","3",989,2025.8101,-1036.8101
489,"3","3",1490,1759.10022222222,-269.100222222221
489,"3","3",1980,2849.05263333333,-869.052633333331
489,"3","3",2496,2662.76940555556,-166.769405555556
489,"3","3",3103,2882.42051666666,220.579483333336
489,"3","3",3434,2951.38550555555,482.61449444445
489,"3","3",3962,2985.54313888889,976.456861111111
489,"3","3",4527,3640.33661666667,886.663383333332
989,"1","1",489,1288.96146666667,-799.961466666666
989,"1","1",989,1625.07848333333,-636.078483333332
989,"1","2",989,1922.85287777778,-933.852877777778
989,"1","3",989,2091.63162777778,-1102.63162777778
989,"1","1",1490,1651.95157777778,-161.951577777778
989,"1","1",1980,2089.55817222222,-109.558172222221
989,"1","1",2496,3050.18081666667,-554.180816666668
989,"1","1",3103,3198.16146666667,-95.161466666666
989,"1","1",3434,3224.72232777778,209.277672222221
989,"1","1",3962,2684.41358888889,1277.58641111111
989,"1","1",4527,3643.47164444446,883.528355555542
989,"2","2",489,1221.68077222222,-732.680772222221
989,"2","1",989,1675.4469,-686.446899999998
989,"2","2",989,1871.32008333333,-882.320083333331
989,"2","3",989,1975.43185,-986.431849999997
989,"2","2",1490,1470.73293333333,19.2670666666697
989,"2","2",1980,2108.05221666666,-128.052216666664
989,"2","2",2496,2544.57101111111,-48.5710111111075
989,"2","2",3103,2994.87235,108.127650000003
989,"2","2",3434,3457.11928888889,-23.1192888888886
989,"2","2",3962,3729.78108333333,232.218916666667
989,"2","2",4527,3404.836,1122.164
989,"3","3",489,1352.48586111111,-863.48586111111
989,"3","1",989,1887.74095,-898.740950000001
989,"3","2",989,2166.83145555556,-1177.83145555556
989,"3","3",989,2266.05766111112,-1277.05766111112
989,"3","3",1490,2165.14748333334,-675.147483333336
989,"3","3",1980,2893.2471,-913.247099999999
989,"3","3",2496,2651.08423888889,-155.084238888888
989,"3","3",3103,2792.91752777778,310.082472222222
989,"3","3",3434,2925.71192222222,508.288077777782
989,"3","3",3962,3431.62625555556,530.373744444442
989,"3","3",4527,3734.96078333334,792.039216666662
1490,"1","1",489,1299.48585555556,-810.485855555556
1490,"1","1",989,1394.31014444445,-405.310144444445
1490,"1","1",1490,1701.69091111111,-211.690911111113
1490,"1","2",1490,1653.19968888889,-163.199688888891
1490,"1","3",1490,2121.75188888889,-631.751888888893
1490,"1","1",1980,2067.19637777778,-87.1963777777814
1490,"1","1",2496,3110.91851666667,-614.918516666668
1490,"1","1",3103,3102.87719444445,0.122805555554805
1490,"1","1",3434,3262.9118,171.088199999996
1490,"1","1",3962,2339.97950555556,1622.02049444444
1490,"1","1",4527,3644.80662222223,882.193377777773
1490,"2","2",489,1266.7588,-777.758800000002
1490,"2","2",989,1496.64670000001,-507.646700000005
1490,"2","1",1490,1761.17068888889,-271.170688888893
1490,"2","2",1490,1606.92187222223,-116.921872222225
1490,"2","3",1490,1876.81661111112,-386.816611111118
1490,"2","2",1980,2070.26433333334,-90.2643333333363
1490,"2","2",2496,2740.84781666667,-244.847816666668
1490,"2","2",3103,3046.85278888889,56.1472111111116
1490,"2","2",3434,3362.84942222223,71.150577777772
1490,"2","2",3962,3583.83905555556,378.160944444438
1490,"2","2",4527,3236.63740555556,1290.36259444444
1490,"3","3",489,1043.44037222222,-554.440372222223
1490,"3","3",989,1722.34702222222,-733.347022222224
