fullRMSE,fullRsq
610.5708344429598,0.7778002633379053
608.0465058211629,0.7796337792131808
612.6589751828233,0.7762778266111273
608.6555941783139,0.7791920704808855
611.2837840581914,0.7772810452622994
604.2823853293074,0.782353694647696
615.9466994479128,0.7738702543367475
606.4402772478187,0.7807964896468997
610.7976696878669,0.7776351323113798
609.8249937707315,0.7783427864027267
611.6391719762286,0.7770220014719471
614.9499704981474,0.7746015114415419
611.9919271501708,0.7767647278100432
605.7952847877299,0.7812625188022791
611.4039622953624,0.7771934636736668
608.9898843415955,0.7789494564646099
606.8799923852448,0.780478496105667
616.157589209063,0.7737153818065278
606.3560422684127,0.7808573804600593
606.1411094989642,0.7810127102629918
623.6480776673287,0.768180157996612
611.2470099668654,0.777307841460845
619.4032466736502,0.7713251597631697
607.4553391952865,0.7800620682523297
613.3877957705391,0.7757452291407005
610.0253274123309,0.7781971292353425
614.0861427427602,0.7752343067165851
603.8510997764015,0.7826642587548516
607.8540724475837,0.779773239286146
607.115329677901,0.780308210006999
613.9302894234362,0.7753483820282143
606.3679331717491,0.7808487854133388
605.2943039429055,0.7816241524407657
602.3882849491142,0.7837159646000902
599.4634410856522,0.7858111622975396
612.7128311107587,0.7762384921842752
604.3749512816678,0.7822870099946737
602.149255574818,0.7838875747789065
616.000137807212,0.7738310154649415
613.3184894199754,0.7757959031248101
610.4309011277273,0.777902101096963
602.3138910283726,0.7837693827167171
610.6969702039752,0.7777084468726044
612.00902091068,0.7767522571109939
608.5408401019703,0.7792753235442316
609.202353201794,0.7787951860859954
615.0394505220727,0.7745359121880562
604.0659063449386,0.7825096065619039
606.9450431092534,0.7804314331005504
604.5815089065002,0.7821381687404951
601.479801088262,0.7843678444361383
610.1528538141471,0.7781043833202825
606.829662644065,0.7805149052886285
605.7131739249867,0.7813218111293337
612.612838800741,0.7763115202105033
599.7899281917254,0.7855777904786186
607.5041549283679,0.780026717957178
604.7339452811915,0.7820282935492509
600.0276718193212,0.7854077722281655
607.8261198848147,0.7797934933605684
613.1232251587908,0.7759386416172738
616.0372865305309,0.7738037357880136
611.3747275424449,0.7772147704976684
607.8195849112166,0.7797982283856819
603.4147974336495,0.7829782097813089
605.3826735947537,0.7815603844317772
599.3031670407378,0.7859256791134446
619.1676801843089,0.7714990622612804
604.5900152384662,0.7821320381590295
616.5003286657447,0.7734635688320066
609.8644166742707,0.7783141268578042
603.5819143819377,0.7828579838879489
615.0043488896117,0.7745616469005132
618.4346459532309,0.7720397877005966
600.5675918863243,0.785021407453634
605.7942873898612,0.7812632390723884
609.9340778844486,0.7782634802296156
603.5726464560324,0.7828646522145433
606.7817310407432,0.7805495768205605
609.1091702952382,0.7788628513895299
609.4346720689526,0.7786264413321791
605.5073233987273,0.7814704206463836
