numBtSamps,numVarSplit,avgcvMSE,avgcvErrFrac
600,2,415519.07846220885,0.17110287952097097
1500,2,414821.6122816966,0.17083282896220767
2100,2,414644.6579497373,0.17076371621955366
3000,2,414504.90279706725,0.17070293175346152
600,3,368832.30321540736,0.15199594903028277
1500,3,367785.3856562293,0.15156539764077806
2100,3,367451.7232149889,0.15143348612844953
3000,3,367440.1756380621,0.15143036706535845
600,4,343646.4518222394,0.14179091779812128
1500,4,343016.93968710717,0.14152218588854545
2100,4,342837.14175442245,0.1414398638448706
3000,4,342717.84379130986,0.14138914648287781
600,5,329333.19988997094,0.13602744991164112
1500,5,328391.49951977865,0.1356281468211325
2100,5,328264.3489445045,0.13557900063387743
3000,5,328057.8149170768,0.13548701864666512
600,6,320056.21317336214,0.13237073560903598
1500,6,319279.49593184586,0.1320211349869478
2100,6,319192.3240629938,0.13198305841356883
3000,6,319076.86171540926,0.13193010262097432
600,7,315007.4892764036,0.13039229879378147
1500,7,314220.2906057488,0.1300642185108844
2100,7,313975.69259399385,0.12996642380791487
3000,7,313890.62028362474,0.12992555906477896
600,8,311784.07634636306,0.12917071053807136
1500,8,310743.6708774722,0.128736693056082
2100,8,310664.6576016217,0.12870137546330246
3000,8,310601.599317281,0.1286781610533606
600,9,309850.9799281259,0.1284711271889447
1500,9,309472.1596930334,0.12831007883504902
2100,9,309195.8338987515,0.1282018523923992
3000,9,309219.9801517753,0.1282069308203225
600,10,309693.25475925993,0.12855525265083587
1500,10,308781.23878370994,0.12815003981591055
2100,10,308766.67926382244,0.1281435415617039
3000,10,308645.47801830305,0.1280963080643122
600,11,310144.25839229627,0.12884864465768744
1500,11,309517.64530036313,0.1285745703340928
2100,11,309308.73571629275,0.12848570835625348
3000,11,309211.7967807018,0.12844190705789107
600,12,311236.731923143,0.1294336696674307
1500,12,310630.2506505552,0.12915401578537428
2100,12,310472.49523992365,0.12908751629298837
3000,12,310386.4243346901,0.1290505511158131
600,13,312980.8249182085,0.13020151671415775
1500,13,312591.70151528216,0.1300366290948974
2100,13,312464.24319332495,0.12998782028293462
3000,13,312447.54391533893,0.12998207186011226
600,14,315650.6142981868,0.13141890223054065
1500,14,314931.1054008317,0.13113473222987881
2100,14,314618.34394966165,0.1309999721683853
3000,14,314593.69478665903,0.1309931706187974
600,15,317483.3345648732,0.13231724774521206
1500,15,317203.6743021859,0.1321838331801428
2100,15,317175.74143837194,0.13217339456655092
3000,15,317110.3950706633,0.1321479785835651
600,16,321315.03914613766,0.1339940356750337
1500,16,320649.6038701769,0.13370798876435563
2100,16,320611.1287710781,0.13369906379508778
3000,16,320481.9175395248,0.13363847469671217
600,17,324947.3012326196,0.13561916708639404
1500,17,324259.7316526289,0.13532378389545002
2100,17,324210.9219192412,0.13530815252888487
3000,17,324125.821673335,0.13526166999220712
600,18,329518.972429681,0.1376094485488905
1500,18,328844.23941748525,0.13733872090625637
2100,18,328737.11939611356,0.13728288362111055
3000,18,328536.8293161824,0.13720355920622582
600,19,334505.958753689,0.13983128298158842
1500,19,333569.0016955068,0.1394413167582221
2100,19,333442.26209429477,0.13937339258598516
3000,19,333267.91290443926,0.1392968704623046
600,20,338879.7228109446,0.1417363224512768
1500,20,338687.4635555254,0.14165369484165244
2100,20,338565.490490027,0.1416032748247103
3000,20,338448.4277479858,0.141549495609496
600,21,345416.5176252497,0.1445731051882176
1500,21,345073.3149521651,0.1444304943573814
2100,21,345071.36874261126,0.1444229909390362
3000,21,344996.44698076416,0.14439189847904288
600,22,352352.18051730155,0.1475933215273942
1500,22,351995.7625302332,0.14743311896907746
2100,22,351902.70417684596,0.14739335188479016
3000,22,351782.45934134955,0.14734039037244945
600,23,360480.0531452559,0.15107864696175458
1500,23,360108.14719698695,0.15092597861726936
2100,23,360005.16720030835,0.15088712956794595
3000,23,359901.53837898397,0.1508501683054974
