numBtSamps,numVarSplit,avgcvMSE,avgcvErrFrac,avgsqrtcvMSE,avgsqrtcvErrFrac,avgorigUnitsqrtcvMSE,avgorigUnitsqrtcvErrFrac
300,2,460086.9519835798,0.19048456557212853,38.885529855398254,0.11476111853351227,461632.3481962047,0.18926838528393358
600,2,459243.71914796863,0.19022569139122136,38.791199376291075,0.11450472296962773,460850.65871318936,0.1888809189493519
1500,2,459648.7964706597,0.19033552178361715,38.69925593772445,0.11423572561504476,460435.3291025956,0.18874346638602826
2100,2,458635.19219401234,0.18994758614996743,38.648725390880266,0.11410178487030197,459875.7839596862,0.1884776513668936
3000,2,458611.4507173345,0.18990199373277414,38.65380611438815,0.11408202730256087,459763.27274591016,0.18842181247473472
300,3,436951.65355877747,0.1816743144856759,36.649443260090976,0.10869491830150271,438645.7979644979,0.18079010002167187
600,3,435536.19553389703,0.18121424925136514,36.33792279786884,0.10785810819182727,435401.10315819987,0.17955274170981347
1500,3,434583.22678596975,0.1807923522033477,36.28033039467458,0.10768133909903385,435011.24542649713,0.17939482991583477
2100,3,434539.01709637756,0.18077720257714738,36.276133149917065,0.10761833125812267,434861.22841373045,0.1792821660838784
3000,3,434599.5971952788,0.1808048053222357,36.22712622186001,0.10753332431575365,434499.13914766855,0.1791643993829166
300,4,427916.98430874455,0.1787603506752077,35.401645248445426,0.10526540121632325,424998.5434005467,0.17597912666139745
600,4,426635.4844177803,0.1781827238295911,35.37699067098978,0.10532944230338054,424967.84836926794,0.17600510705148437
1500,4,425558.3918098688,0.1777303987756663,35.312404316722244,0.10515370873004401,424283.25037524494,0.17572859170086125
2100,4,425526.991467888,0.17765290572794798,35.26183514841777,0.10499856301745895,423704.7628852621,0.17551394558857053
3000,4,425635.0031303157,0.17774691437775758,35.260086589914444,0.1049968276467347,423733.11708745145,0.1755125089639908
300,5,426580.14754911984,0.17859132010944861,35.049083901728615,0.10456001021782493,421226.1005641525,0.17507638971938314
600,5,425573.23830109026,0.17834031012063328,34.959118334099955,0.10438610637452415,420190.9231544568,0.174699516767445
1500,5,424124.0433548132,0.1776465238447106,34.90052030613212,0.10417568099986604,419482.2983735757,0.1743768806870863
2100,5,424173.7968120943,0.17766806314865258,34.849679190911935,0.10400055847951889,418745.04194065864,0.17403849184435177
3000,5,424018.41558907065,0.1775851619695933,34.85554090958097,0.1040023788108342,418909.38085377734,0.17407804549903194
300,6,428612.7747292344,0.18014466326065773,35.02011848958958,0.1046370909415982,419828.07765286585,0.17498136098213182
600,6,426725.2842525784,0.17915030018338193,34.94817914423103,0.10437084727096928,419442.8229290845,0.17474211436475504
1500,6,425844.3898505959,0.17885523841276738,34.82999753995873,0.10407448808861738,418303.55614137277,0.17428663030095637
2100,6,426598.79290665995,0.1791118836671638,34.83692010791748,0.10410404117888807,418410.395711981,0.17433522051319147
3000,6,426242.41252366017,0.17903955792692583,34.822345732210906,0.10405812373917905,418442.6021203718,0.17433594104617162
300,7,432551.2761867317,0.1820884883627255,35.11279289296626,0.1050631798245591,421063.4677011269,0.17580681322437225
600,7,432598.94135368854,0.1822016048608958,35.0096056089355,0.10477599124566957,419682.1276808809,0.17532728025853228
1500,7,431681.18993581645,0.18175981940429636,34.9782063515163,0.10469801213728604,419532.58339400386,0.1752772959343504
2100,7,431325.1847867069,0.18156406768659583,34.962449722253226,0.10463521227338071,419596.2417302621,0.1752485928824658
3000,7,431563.3266772196,0.18164556487941588,34.9317904983422,0.1045345854447089,419256.94427571946,0.17507365771504618
300,8,440303.3717776735,0.18566409194110492,35.36515195929182,0.1059159764933217,423741.3978150641,0.17726316084162538
600,8,439436.0202812547,0.18534978423213957,35.22489483120032,0.10554899337054341,422252.324016864,0.176674671409556
1500,8,438438.4161438136,0.18498252526681014,35.24825104701057,0.10565647386621474,422549.42076866934,0.17687273244228002
2100,8,437754.1799125841,0.18463824611742616,35.23968851906993,0.10562290027287356,422457.95291791175,0.17683920247922272
3000,8,438199.55500635185,0.18482546990560167,35.18111263453543,0.10540554673574147,421877.87272206263,0.17650471557186825
300,9,446998.3411179314,0.18909384266914045,35.65231957889376,0.10689727667335645,426762.0965327983,0.17896903935083727
600,9,446959.9937138962,0.18906889061486906,35.5967023953488,0.10677742917209636,425995.60771810083,0.17858694927487628
1500,9,446349.92078153946,0.18876921293020346,35.53568776104933,0.10661013131879651,425646.6020655747,0.17845901693741867
2100,9,445847.337576809,0.18847897211659947,35.53799410477396,0.10659849268412513,425507.7041217802,0.17839908192966825
3000,9,446254.11196378234,0.18867553844336854,35.54188084773194,0.10662257354573317,425631.99455566844,0.1784702588235148
300,10,455763.6516556521,0.19315151388723187,36.02852522344809,0.10828505129296555,430574.2499817113,0.18092983682256147
600,10,455754.50850346417,0.1931131822571796,35.96963953883286,0.10808885733414444,429815.1755668722,0.18058435007283233
1500,10,454244.0577267428,0.19250492594260185,35.9734362655744,0.10804750205060193,430018.6802233078,0.18060231904153054
2100,10,454106.33282802283,0.1924065822860389,35.917170030926655,0.10785764346874245,429436.87757584115,0.1803587017789663
3000,10,454104.50934795063,0.1924186831021764,35.92314770073822,0.10791950599135415,429391.931966756,0.1803635871791386
300,11,463636.2777076746,0.1969854970166923,36.47783405286895,0.1096397898608828,434867.4245247848,0.18290895562357032
600,11,463901.5645723309,0.19705380112852042,36.424245186571824,0.10954567135559555,434387.3281827695,0.18281998249205095
1500,11,462626.1252169445,0.19648779479885675,36.39229645398018,0.10943408302240673,434052.98573491554,0.18262555507271983
