fullRMSE,fullRsq
697.2824998976645,0.7546856036617038
701.4172438860023,0.7517676484321235
689.3095668497087,0.7602635243228653
700.3065795272504,0.7525531567615256
686.0670485314854,0.7625136645233785
691.4962281502733,0.7587401044228698
695.1468424819448,0.756186014729268
701.4081788375472,0.7517740646523512
694.155046768188,0.7568812380916768
688.5307541527585,0.7608049482160391
688.2346559571175,0.7610106325485047
705.0120527063428,0.749216714519466
682.6083280941534,0.7649021434761472
704.0988675189759,0.7498659609091115
693.3779551483038,0.7574252658398053
694.2680190530135,0.7568020975102294
695.1244465349542,0.7562017246679309
698.7813613631494,0.7536298264498786
690.2230045954824,0.759627730334555
695.7144411227504,0.7557876960535372
688.6061017237581,0.7607525939757219
700.8369639495389,0.7521782019815477
684.7088944613467,0.7634530006335305
700.1430929906828,0.7526686761827317
688.5874352610257,0.7607655646486429
704.2573645796735,0.7497533347594849
704.9074594412419,0.7492911197635871
703.6477592985194,0.7501863743612234
692.8927374195863,0.7577646489355511
682.8203056984797,0.7647561059423904
703.5869831781308,0.750229526768372
686.7817651211193,0.76201859968722
682.93908490808235,0.7646742556696815
698.640371823614,0.7537292341188022
693.0130552713917,0.7576805153721003
693.8337811093079,0.7571062242394572
695.1593651960867,0.7561772302821389
692.618530821272,0.7579563362918628
684.3744884062359,0.7636839993338195
696.8128553384303,0.7550159483135502
699.5174199414494,0.7531105270005436
693.7556334341596,0.7571609362337027
691.4286787544605,0.75878723747588
691.7365031569561,0.7585724135754235
704.4737234311242,0.7495995517801539
702.0563435424881,0.7513150861743002
704.1269988218652,0.7498459729860798
691.9816193139329,0.7584012840002144
696.7714965761324,0.7550450291101729
699.6202839298309,0.7530379115019133
695.2816326000885,0.756091453695439
697.7112658822605,0.7543838183520964
693.5147595692805,0.7573295357417943
683.2639250225851,0.764450336952639
676.727815114322,0.7689353232614557
696.2213594575843,0.7554316856338481
696.071711787867,0.7555368106619239
694.1580339632592,0.7568791456348596
695.4534215318915,0.755970909837963
688.6199574272961,0.7607429659039625
717.6426887715813,0.7401504112585842
705.2945436044615,0.7490157018176329
696.97087173662,0.7549048255451569
695.3989451314673,0.756009139014359
688.4307408439349,0.7608744322615383
681.2002944638456,0.7658710278779877
686.6626407713452,0.7621011496976248
693.6655191640726,0.757224018514205
684.9789932882292,0.7632663412540988
696.9113975734548,0.7549466528554507
690.1427102081441,0.7596836526129225
683.0890342726809,0.7645709058380465
687.8346509187,0.7612883551816075
695.7988120324968,0.7557284600727672
699.8447200876805,0.7528794366434896
703.4396641886195,0.7503341110838544
692.2851205126008,0.7581893084851578
692.2201092450877,0.7582347223787963
694.44050872145306,0.7566812383160637
690.8178069579981,0.7592132683501644
706.5622255692195,0.7481126629221961
698.1211856513524,0.754095124417971
687.7046155434307,0.7613786036857263
689.545645050992,0.7600992838990601
692.840783477045,0.757800973777792
690.0980102294106,0.7597147817912184
697.7621058043435,0.7543480225635084
687.5146495576113,0.7615104151843669
686.5302812644671,0.7621928545257295
710.917485541957,0.7449978179264004
