numBtSamps,numVarSplit,avgcvMSE,avgcvErrFrac,avgsqrtcvMSE,avgsqrtcvErrFrac,avgorigUnitsqrtcvMSE,avgorigUnitsqrtcvErrFrac
2100,38,291128.34230135905,0.08948835748488225,17.61098750881691,0.057308532886331406,278839.6770673731,0.08523354699795296
3000,38,291174.81464951707,0.089505407039976,17.609290058992976,0.057299598782103896,278857.334844528,0.0852449163943967
300,39,293536.55571295734,0.09028230716247239,17.80278120815201,0.057982989227523776,281146.7322649431,0.08604546258722211
600,39,292411.2546480276,0.08987390429858262,17.718186409017775,0.05769201173854019,280174.65431661875,0.08570223236958331
1500,39,292005.3731788195,0.08976965357006772,17.66234181650301,0.057510193420928356,279402.781178089,0.08546065787266258
2100,39,291655.07828933065,0.08968179501175143,17.6542134450864,0.05746599510786529,279300.58658583224,0.08541995146531425
3000,39,291861.0725278743,0.08973335352342111,17.64511182133105,0.05743062001343887,279175.526908153,0.08536832439958991
300,40,294156.8405859281,0.09050570312532709,17.804717235607768,0.05799268028191062,280988.5003442487,0.08603121536771147
600,40,293139.0905745788,0.09019210014576337,17.753016889631127,0.05777395627044405,280671.4001561891,0.08584173219683207
1500,40,292732.87052480725,0.09002161363634092,17.71190133062568,0.057658761598836906,280042.86837632366,0.08567735294103199
2100,40,292467.9928726857,0.08994012900336656,17.71736633935645,0.05766094047183973,280139.88612948096,0.0856765236585386
3000,40,292345.1140865325,0.08991338652704035,17.703704177096796,0.05763246722919404,279927.7183411019,0.08562916988493074
300,41,295030.15429327305,0.0908133277355489,17.883987566825752,0.05826032707864362,282320.94802672346,0.08645143126222128
600,41,294495.5553857927,0.09058958404373182,17.792639073988692,0.05790905758546691,280918.57131479017,0.08594943160664903
1500,41,293399.7845282012,0.09024919206693996,17.77557570803887,0.05788838367337982,280884.30906478455,0.08596773183010477
2100,41,293298.8343278732,0.09021212227345618,17.74548434413009,0.057784583357404544,280353.884420851,0.08578208333732544
3000,41,293222.36739894975,0.09019362160948942,17.737305448133146,0.057754489226575244,280350.7618543621,0.08578361286315048
300,42,295692.50655466423,0.09094572074712891,17.908978700853243,0.05834976564750098,282493.7805418837,0.08648546305875819
600,42,295065.2874300933,0.0907749813971697,17.830155737152886,0.05806576577676318,281425.0641572542,0.08616365094550013
1500,42,294189.51067347155,0.09050055646198997,17.804695832173188,0.058014432293477955,281072.18884920096,0.08607566150117366
2100,42,293657.21759303205,0.09035463332279639,17.81158576952703,0.05802009411564221,281234.4612661686,0.08609713155181983
3000,42,293895.0281017012,0.09042712378542096,17.798612027328506,0.057976768507857275,281114.8557437857,0.08605484226816981
300,43,297128.1803005204,0.09144717339073494,17.955971621478092,0.05849300934358739,282946.22801535553,0.0866363353515346
600,43,295330.2420138197,0.09089163157239016,17.864904892390907,0.05820528152239908,281821.8186257249,0.08628559336482466
1500,43,295468.23742220097,0.09091852821117159,17.87275032251425,0.05822173634573413,282086.34264638874,0.08637466498033279
2100,43,294993.4045015497,0.09077935226414326,17.86163124064621,0.05819770233060664,281881.9123768182,0.08632197439723167
