"dayOmit","ribnumOmit","ribnumactual","yactual","yhat","resid"
0,"1","1",0,1387.51657222222,-1387.51657222222
0,"1","2",0,1385.36056666667,-1385.36056666667
0,"1","3",0,1385.36056666667,-1385.36056666667
0,"1","1",489,1230.44775555556,-741.447755555556
0,"1","1",989,1247.19867222223,-258.198672222226
0,"1","1",1490,1585.70713333334,-95.7071333333365
0,"1","1",1980,2165.36060555555,-185.360605555555
0,"1","1",2496,3149.19960555556,-653.199605555556
0,"1","1",3103,3187.94537222222,-84.9453722222197
0,"1","1",3434,3249.31041111111,184.689588888888
0,"1","1",3962,2327.46888888889,1634.53111111111
0,"1","1",4527,3638.43599444445,888.564005555551
0,"2","1",0,1516.952,-1516.952
0,"2","2",0,1517.73533333333,-1517.73533333333
0,"2","3",0,1517.28233333333,-1517.28233333333
0,"2","2",489,1148.3977,-659.397700000001
0,"2","2",989,1208.17400555556,-219.174005555557
0,"2","2",1490,1405.50617777778,84.4938222222193
0,"2","2",1980,2064.56798333333,-84.567983333332
0,"2","2",2496,2618.57487777777,-122.574877777774
0,"2","2",3103,3040.32226111111,62.6777388888854
0,"2","2",3434,3584.37655555556,-150.376555555561
0,"2","2",3962,3560.96038333334,401.039616666664
0,"2","2",4527,3222.66594444445,1304.33405555555
0,"3","1",0,1889.2302,-1889.2302
0,"3","2",0,1894.06280555556,-1894.06280555556
0,"3","3",0,1893.52180555556,-1893.52180555556
0,"3","3",489,989.752483333333,-500.752483333333
0,"3","3",989,1653.17916666667,-664.179166666667
0,"3","3",1490,1517.00751666667,-27.0075166666682
0,"3","3",1980,2877.34915,-897.349149999997
0,"3","3",2496,2841.89390555556,-345.893905555558
0,"3","3",3103,2855.14902777778,247.850972222223
0,"3","3",3434,2985.56867777778,448.431322222223
0,"3","3",3962,2977.71296666667,984.287033333329
0,"3","3",4527,3698.00218333334,828.997816666661
489,"1","1",0,434.222600000001,-434.222600000001
489,"1","1",489,895.28481111111,-406.28481111111
489,"1","2",489,939.850583333333,-450.850583333333
489,"1","3",489,935.68435,-446.68435
489,"1","1",989,1284.11013888889,-295.110138888888
489,"1","1",1490,1288.06569444444,201.934305555557
489,"1","1",1980,2157.99626111111,-177.996261111105
489,"1","1",2496,3068.96006666667,-572.960066666667
489,"1","1",3103,3083.46247222222,19.5375277777766
489,"1","1",3434,3551.4876888889,-117.487688888897
489,"1","1",3962,2129.45026666666,1832.54973333334
489,"1","1",4527,3656.96812777778,870.031872222217
489,"2","2",0,472.128794444445,-472.128794444445
489,"2","1",489,1045.12507222222,-556.125072222222
489,"2","2",489,1036.55809444444,-547.558094444445
489,"2","3",489,1123.25355,-634.25355
489,"2","2",989,1252.03484444444,-263.034844444444
489,"2","2",1490,1354.21636111111,135.783638888892
489,"2","2",1980,2112.16007777777,-132.160077777772
489,"2","2",2496,2414.59548333333,81.4045166666738
489,"2","2",3103,2943.98946111111,159.010538888891
489,"2","2",3434,3451.31143333334,-17.3114333333365
489,"2","2",3962,3668.29355000001,293.70644999999
489,"2","2",4527,3275.98480555556,1251.01519444444
489,"3","3",0,457.466211111111,-457.466211111111
489,"3","1",489,966.484244444445,-477.484244444445
489,"3","2",489,979.704994444445,-490.704994444445
489,"3","3",489,1047.62911111111,-558.629111111111
489,"3","3",989,1377.53828888889,-388.538288888888
489,"3","3",1490,1754.56140555555,-264.561405555552
489,"3","3",1980,3022.07628888889,-1042.07628888889
489,"3","3",2496,2828.45981666667,-332.459816666671
489,"3","3",3103,2956.51024444445,146.489755555549
489,"3","3",3434,3066.15894444445,367.841055555553
489,"3","3",3962,3374.38101666668,587.618983333321
489,"3","3",4527,3714.00792777778,812.992072222217
989,"1","1",0,472.505172222224,-472.505172222224
989,"1","1",489,1138.23634444444,-649.236344444444
989,"1","1",989,1459.34295,-470.342949999997
989,"1","2",989,1485.88577222222,-496.885772222221
989,"1","3",989,1654.44870555555,-665.448705555553
989,"1","1",1490,1669.44991666666,-179.449916666663
989,"1","1",1980,2106.28957777778,-126.289577777778
989,"1","1",2496,3064.88053888889,-568.880538888892
989,"1","1",3103,3138.33901666667,-35.3390166666718
989,"1","1",3434,3169.60078888889,264.399211111108
989,"1","1",3962,2336.13788333333,1625.86211666667
989,"1","1",4527,3708.08620555556,818.913794444438
989,"2","2",0,430.113844444446,-430.113844444446
989,"2","2",489,906.669388888888,-417.669388888888
989,"2","1",989,1174.48483888889,-185.484838888887
989,"2","2",989,1435.14521666666,-446.145216666664
989,"2","3",989,1364.58749444444,-375.587494444442
989,"2","2",1490,1290.52567222222,199.47432777778
989,"2","2",1980,1951.18452222222,28.8154777777813
989,"2","2",2496,2615.99902777777,-119.99902777777
989,"2","2",3103,3033.54581666666,69.4541833333355
989,"2","2",3434,3457.34166666667,-23.3416666666717
989,"2","2",3962,3654.28282222223,307.717177777772
989,"2","2",4527,3271.80514444444,1255.19485555556
989,"3","3",0,398.10308888889,-398.10308888889
989,"3","3",489,892.78315,-403.78315
989,"3","1",989,1551.80253888889,-562.802538888888
989,"3","2",989,1567.55453888889,-578.554538888886
989,"3","3",989,1578.00205,-589.002049999998
989,"3","3",1490,2120.50130555556,-630.501305555557
989,"3","3",1980,3001.56784444445,-1021.56784444445
989,"3","3",2496,2880.12583888889,-384.125838888891
989,"3","3",3103,2913.64269444445,189.357305555553
989,"3","3",3434,3052.82243333334,381.177566666661
989,"3","3",3962,3378.64461666667,583.355383333331
989,"3","3",4527,3707.1491388889,819.850861111104
1490,"1","1",0,392.474316666665,-392.474316666665
1490,"1","1",489,982.103166666666,-493.103166666666
1490,"1","1",989,1286.19414444445,-297.194144444448
1490,"1","1",1490,1596.52928333334,-106.529283333339
1490,"1","2",1490,1540.00038333334,-50.000383333338
1490,"1","3",1490,2220.02259444445,-730.022594444446
1490,"1","1",1980,2168.34503333333,-188.345033333333
1490,"1","1",2496,3032.5656,-536.565599999999
1490,"1","1",3103,3056.55532777777,46.4446722222256
1490,"1","1",3434,3276.7123,157.2877
1490,"1","1",3962,2162.93086111111,1799.06913888889
1490,"1","1",4527,3705.61547777778,821.384522222221
1490,"2","2",0,397.488661111109,-397.488661111109
1490,"2","2",489,824.862683333332,-335.862683333332
1490,"2","2",989,1345.0339,-356.033900000003
1490,"2","1",1490,1649.99584444445,-159.99584444445
1490,"2","2",1490,1384.18352222223,105.816477777775
1490,"2","3",1490,1932.23891111112,-442.238911111121
1490,"2","2",1980,2138.17777777778,-158.177777777781
1490,"2","2",2496,2763.32033333333,-267.320333333334
1490,"2","2",3103,3022.13527222223,80.86472777777
1490,"2","2",3434,3335.31513333334,98.6848666666629
1490,"2","2",3962,3621.11191666668,340.888083333325
1490,"2","2",4527,3282.02076111112,1244.97923888888
1490,"3","3",0,409.524977777776,-409.524977777776
1490,"3","3",489,702.705288888885,-213.705288888885
1490,"3","3",989,1339.8865,-350.886500000002
1490,"3","1",1490,1615.76489444445,-125.764894444448
1490,"3","2",1490,1236.83183888889,253.168161111108
1490,"3","3",1490,1863.89299444445,-373.89299444445
1490,"3","3",1980,3043.00711666667,-1063.00711666667
1490,"3","3",2496,2907.04328333333,-411.043283333328
1490,"3","3",3103,2934.50643888889,168.493561111112
1490,"3","3",3434,2929.07660555555,504.923394444446
1490,"3","3",3962,3344.56001111112,617.439988888879
1490,"3","3",4527,3636.52421666668,890.475783333324
1980,"1","1",0,402.044277777778,-402.044277777778
1980,"1","1",489,844.322261111111,-355.322261111111
1980,"1","1",989,1168.45409444444,-179.454094444444
1980,"1","1",1490,1366.68891666667,123.311083333335
1980,"1","1",1980,2479.59067222222,-499.590672222225
1980,"1","2",1980,2142.84713888889,-162.84713888889
1980,"1","3",1980,2812.96331111111,-832.963311111114
1980,"1","1",2496,3166.13616111111,-670.136161111114
1980,"1","1",3103,3171.96308888889,-68.9630888888919
1980,"1","1",3434,3311.35418888889,122.645811111107
1980,"1","1",3962,2413.73121111111,1548.26878888889
1980,"1","1",4527,3751.35264444445,775.647355555553
1980,"2","2",0,378.479394444445,-378.479394444445
1980,"2","2",489,682.156633333333,-193.156633333333
1980,"2","2",989,1175.77132777778,-186.771327777778
1980,"2","2",1490,1263.81003333333,226.189966666667
1980,"2","1",1980,2713.70468333333,-733.704683333333
1980,"2","2",1980,2469.16755,-489.167549999996
1980,"2","3",1980,3154.19145555556,-1174.19145555556
1980,"2","2",2496,2818.7391,-322.739100000001
1980,"2","2",3103,3141.61682222223,-38.6168222222286
1980,"2","2",3434,3531.67181111111,-97.6718111111104
1980,"2","2",3962,3756.99249444445,205.007505555553
1980,"2","2",4527,3322.14942777778,1204.85057222222
1980,"3","3",0,462.526444444444,-462.526444444444
1980,"3","3",489,649.37645,-160.37645
1980,"3","3",989,1233.25485555556,-244.254855555556
1980,"3","3",1490,2131.34597777778,-641.345977777778
1980,"3","1",1980,2621.63961111111,-641.639611111111
1980,"3","2",1980,2800.21446111111,-820.21446111111
1980,"3","3",1980,3176.21956666667,-1196.21956666667
1980,"3","3",2496,3122.49661666667,-626.49661666667
1980,"3","3",3103,2937.06571111111,165.93428888889
1980,"3","3",3434,3166.73437777778,267.265622222219
1980,"3","3",3962,3331.69716111112,630.302838888883
1980,"3","3",4527,3706.68397777778,820.316022222218
2496,"1","1",0,323.405116666666,-323.405116666666
2496,"1","1",489,744.50306111111,-255.50306111111
2496,"1","1",989,1141.53345555555,-152.533455555555
2496,"1","1",1490,1361.68535555555,128.314644444446
2496,"1","1",1980,2220.69435555556,-240.694355555557
2496,"1","1",2496,3421.04538888888,-925.045388888884
2496,"1","2",2496,3006.48058333333,-510.480583333326
2496,"1","3",2496,3318.4211611111,-822.421161111105
2496,"1","1",3103,3387.38187222222,-284.381872222217
2496,"1","1",3434,3539.66651666666,-105.666516666664
2496,"1","1",3962,2014.86116666667,1947.13883333333
2496,"1","1",4527,3817.01551111111,709.984488888887
2496,"2","2",0,315.035255555555,-315.035255555555
2496,"2","2",489,600.408627777776,-111.408627777776
2496,"2","2",989,1127.22601666667,-138.226016666669
2496,"2","2",1490,1322.32971111111,167.670288888888
2496,"2","2",1980,2224.90153888889,-244.901538888885
2496,"2","1",2496,3248.14743333333,-752.147433333335
2496,"2","2",2496,2882.78460555555,-386.784605555553
2496,"2","3",2496,3352.63504444445,-856.635044444446
2496,"2","2",3103,3348.25522777778,-245.255227777775
2496,"2","2",3434,3536.31436111111,-102.314361111111
2496,"2","2",3962,3609.27344444445,352.726555555548
2496,"2","2",4527,3282.02010000001,1244.97989999999
2496,"3","3",0,332.224061111111,-332.224061111111
2496,"3","3",489,656.865949999999,-167.865949999999
2496,"3","3",989,1140.47677777778,-151.476777777777
2496,"3","3",1490,1589.2174,-99.2174000000016
2496,"3","3",1980,3275.01231666666,-1295.01231666666
2496,"3","1",2496,3443.78236666667,-947.782366666665
2496,"3","2",2496,2529.28685555555,-33.2868555555538
2496,"3","3",2496,3141.83996666666,-645.839966666663
2496,"3","3",3103,3303.82857777778,-200.828577777776
2496,"3","3",3434,3372.04732222222,61.952677777781
2496,"3","3",3962,3507.89275555556,454.107244444442
2496,"3","3",4527,3760.54053333333,766.45946666667
3103,"1","1",0,357.805049999999,-357.805049999999
3103,"1","1",489,813.333616666665,-324.333616666665
3103,"1","1",989,1134.32483888889,-145.324838888889
3103,"1","1",1490,1384.37801666667,105.621983333333
3103,"1","1",1980,2185.99167777778,-205.991677777779
3103,"1","1",2496,3165.64065,-669.640650000004
3103,"1","1",3103,3181.55185000001,-78.5518500000057
3103,"1","2",3103,3290.19411666667,-187.194116666673
3103,"1","3",3103,3201.96758888889,-98.9675888888928
3103,"1","1",3434,3417.02539444445,16.9746055555493
3103,"1","1",3962,2023.26534444445,1938.73465555555
3103,"1","1",4527,3579.97117222223,947.028827777768
3103,"2","2",0,363.370522222222,-363.370522222222
3103,"2","2",489,660.860566666666,-171.860566666666
3103,"2","2",989,1219.98117222222,-230.981172222222
3103,"2","2",1490,1327.25231111111,162.747688888889
3103,"2","2",1980,2070.91693888889,-90.9169388888877
3103,"2","2",2496,2539.95873333333,-43.9587333333288
3103,"2","1",3103,2992.93103888888,110.068961111118
3103,"2","2",3103,2998.52435555555,104.47564444445
3103,"2","3",3103,2795.95428888888,307.045711111115
3103,"2","2",3434,3479.07821111111,-45.0782111111139
3103,"2","2",3962,3667.85340555557,294.146594444429
3103,"2","2",4527,3232.68655,1294.31345
3103,"3","3",0,389.596605555555,-389.596605555555
3103,"3","3",489,699.520288888887,-210.520288888887
3103,"3","3",989,1342.24958333333,-353.249583333332
3103,"3","3",1490,1820.50554444445,-330.505544444445
3103,"3","3",1980,3036.81058333333,-1056.81058333333
3103,"3","3",2496,2856.43136666667,-360.431366666666
3103,"3","1",3103,2892.21035,210.789650000002
3103,"3","2",3103,3005.69582777778,97.3041722222206
3103,"3","3",3103,2976.16563333333,126.834366666668
3103,"3","3",3434,3066.67664444445,367.323355555553
3103,"3","3",3962,3395.71638333335,566.283616666654
3103,"3","3",4527,3674.26560555557,852.734394444428
3434,"1","1",0,336.639322222222,-336.639322222222
3434,"1","1",489,779.372772222221,-290.372772222221
3434,"1","1",989,1127.79193888889,-138.79193888889
3434,"1","1",1490,1469.34123888889,20.6587611111099
3434,"1","1",1980,1955.95573888889,24.0442611111102
3434,"1","1",2496,3029.30730555556,-533.307305555556
3434,"1","1",3103,3066.54109444444,36.4589055555562
3434,"1","1",3434,2840.16588888889,593.834111111115
3434,"1","2",3434,2621.93582777778,812.064172222223
3434,"1","3",3434,2737.21410555555,696.785894444447
3434,"1","1",3962,2574.20827222222,1387.79172777778
3434,"1","1",4527,3011.67508888889,1515.32491111111
3434,"2","2",0,348.516094444444,-348.516094444444
3434,"2","2",489,664.722661111111,-175.722661111111
3434,"2","2",989,1222.75007777778,-233.750077777778
3434,"2","2",1490,1313.97372777778,176.026272222222
3434,"2","2",1980,1979.65717222222,0.342827777778211
3434,"2","2",2496,2599.09963333333,-103.099633333333
3434,"2","2",3103,2943.15289444444,159.84710555556
3434,"2","1",3434,2904.09561111111,529.904388888893
3434,"2","2",3434,3239.52290555556,194.477094444445
3434,"2","3",3434,2598.78899444444,835.211005555555
3434,"2","2",3962,3615.65845,346.341549999996
3434,"2","2",4527,3153.13657222222,1373.86342777778
3434,"3","3",0,442.169972222221,-442.169972222221
3434,"3","3",489,656.446727777777,-167.446727777777
3434,"3","3",989,1577.33662222222,-588.336622222224
3434,"3","3",1490,1752.58023333333,-262.580233333333
3434,"3","3",1980,2834.37638888889,-854.37638888889
3434,"3","3",2496,2859.07337222222,-363.073372222222
3434,"3","3",3103,2855.60842777778,247.39157222222
3434,"3","1",3434,2810.92757222222,623.072427777776
3434,"3","2",3434,3083.28548333333,350.714516666668
3434,"3","3",3434,2727.78906111111,706.210938888889
3434,"3","3",3962,3258.11947222222,703.880527777777
3434,"3","3",4527,3555.74206111111,971.25793888889
3962,"1","1",0,327.455177777777,-327.455177777777
3962,"1","1",489,628.072727777777,-139.072727777777
3962,"1","1",989,1114.72421111111,-125.724211111112
3962,"1","1",1490,1255.20155,234.79845
3962,"1","1",1980,2168.41068333334,-188.410683333335
3962,"1","1",2496,3000.2441,-504.244099999998
3962,"1","1",3103,3010.13756666667,92.8624333333337
3962,"1","1",3434,3357.91799444444,76.082005555556
3962,"1","1",3962,1942.02567777778,2019.97432222222
3962,"1","2",3962,3730.76292222222,231.23707777778
3962,"1","3",3962,3172.70956666666,789.290433333337
3962,"1","1",4527,3388.47052777778,1138.52947222222
3962,"2","2",0,319.585672222222,-319.585672222222
3962,"2","2",489,576.245172222221,-87.2451722222213
3962,"2","2",989,1233.82811111111,-244.828111111113
3962,"2","2",1490,1387.91199444444,102.088005555556
3962,"2","2",1980,2041.47453888889,-61.4745388888878
3962,"2","2",2496,2568.95073333333,-72.9507333333304
3962,"2","2",3103,2872.65561666666,230.344383333337
3962,"2","2",3434,3262.30223333334,171.697766666663
3962,"2","1",3962,1821.73855,2140.26145
3962,"2","2",3962,3350.26231666666,611.737683333336
3962,"2","3",3962,3200.72510555556,761.274894444442
3962,"2","2",4527,3072.80081666666,1454.19918333334
3962,"3","3",0,321.978477777778,-321.978477777778
3962,"3","3",489,640.714822222221,-151.714822222221
3962,"3","3",989,1135.70246666667,-146.702466666667
3962,"3","3",1490,1732.71629444445,-242.716294444446
3962,"3","3",1980,2566.77548333333,-586.775483333332
3962,"3","3",2496,2858.18024444444,-362.180244444442
3962,"3","3",3103,2970.44703888889,132.55296111111
3962,"3","3",3434,3199.03652777778,234.963472222222
3962,"3","1",3962,2057.75455,1904.24545
3962,"3","2",3962,3473.46999444445,488.530005555554
3962,"3","3",3962,3201.04865555555,760.951344444445
3962,"3","3",4527,3479.75750555556,1047.24249444444
4527,"1","1",0,347.996394444444,-347.996394444444
4527,"1","1",489,989.738233333335,-500.738233333335
4527,"1","1",989,1141.18183333333,-152.181833333335
4527,"1","1",1490,1402.38000555555,87.6199944444452
4527,"1","1",1980,2246.64966666667,-266.649666666668
4527,"1","1",2496,2962.66827777778,-466.668277777784
4527,"1","1",3103,3025.84801111112,77.1519888888829
4527,"1","1",3434,3142.03967222223,291.960327777772
4527,"1","1",3962,2086.46539444445,1875.53460555555
4527,"1","1",4527,3212.12637222222,1314.87362777778
4527,"1","2",4527,3081.01137222223,1445.98862777777
4527,"1","3",4527,3258.15461111111,1268.84538888889
4527,"2","2",0,332.938744444444,-332.938744444444
4527,"2","2",489,710.76935,-221.76935
4527,"2","2",989,1128.75377222222,-139.753772222223
4527,"2","2",1490,1263.02814444445,226.971855555554
4527,"2","2",1980,1986.34169444444,-6.34169444444342
4527,"2","2",2496,2431.86492777778,64.1350722222237
4527,"2","2",3103,2976.28706111111,126.712938888889
4527,"2","2",3434,3084.26125555556,349.738744444442
4527,"2","2",3962,3267.13607777778,694.863922222216
4527,"2","1",4527,2911.72204444445,1615.27795555555
4527,"2","2",4527,2831.51621666667,1695.48378333333
4527,"2","3",4527,3111.95867777778,1415.04132222222
4527,"3","3",0,390.215833333333,-390.215833333333
4527,"3","3",489,635.013194444443,-146.013194444443
4527,"3","3",989,1000.53683333333,-11.5368333333332
4527,"3","3",1490,1727.07265555556,-237.072655555557
4527,"3","3",1980,2725.47642222222,-745.476422222219
4527,"3","3",2496,2559.94756111111,-63.9475611111138
4527,"3","3",3103,2950.88717777778,152.112822222221
4527,"3","3",3434,2735.22765,698.77235
4527,"3","3",3962,2787.87695,1174.12305
4527,"3","1",4527,2443.61658333334,2083.38341666666
4527,"3","2",4527,2764.27163888889,1762.72836111111
4527,"3","3",4527,2949.24047222222,1577.75952777778
