numBtSamps,numVarSplit,avgcvMSE,avgcvErrFrac,avgsqrtcvMSE,avgsqrtcvErrFrac,avgorigUnitsqrtcvMSE,avgorigUnitsqrtcvErrFrac
300,2,1010819.1897006134,0.45694386959301214,108.62717323831876,0.4252996954188886,1046907.0654002731,0.4703977237288375
600,2,1009772.2491780532,0.4563837997634119,108.34901574455564,0.42394827436423693,1044645.8552941121,0.46912053217122063
1500,2,1008656.2415642728,0.45588659843866686,108.4085990329679,0.4238737020280786,1044811.4010687807,0.46900322670230304
2100,2,1008943.6325262634,0.4559464021987732,108.40758504186942,0.4241037857982141,1044741.5827496905,0.46917511222541225
3000,2,1009067.7419476169,0.45597528811534427,108.38451361797134,0.4239866597734264,1044992.6419607805,0.46921912568333424
300,3,955886.5580012868,0.4334396743138777,103.8976766559122,0.4080818722842828,988668.5033466624,0.44594187106724803
600,3,955759.6385779623,0.43362530435534224,103.84204788820716,0.40788694977773104,988735.5348505815,0.44600639944868
1500,3,954720.1284626976,0.4331237400312262,103.60403468775496,0.40692419340097186,986368.2305560996,0.4448816155011274
2100,3,954726.1177212757,0.43313992822492303,103.55950342747671,0.40676867451569554,985333.7180337014,0.4444665829855972
3000,3,952874.550821357,0.4323152182767734,103.64578540766762,0.4070226594539598,986667.3964383096,0.44499900227972955
300,4,933424.0183954792,0.4248554470191331,102.43063050064771,0.40324918897676115,963449.0217610091,0.43592719958258
600,4,933992.2713051179,0.42484153271289365,102.35946770524576,0.4028994180576231,963071.6443003559,0.43575081113514597
1500,4,932895.2450846509,0.4244272727061249,101.89715735665145,0.40102475103823493,958625.1252647865,0.4337053629736041
2100,4,931834.6755222444,0.4239955077961924,102.0394242008192,0.4016255629068232,960156.1953698557,0.4343851297111377
3000,4,931912.1043582939,0.4239754850944538,101.97451050083879,0.4014832355506901,959764.288960711,0.4342574005931696
300,5,925878.3788655722,0.4221918071859406,102.2601223795857,0.40333044924219946,951993.2339655265,0.431943984430238
600,5,924410.8076751888,0.42127769616550614,102.02933664968943,0.40241151347898674,950146.4757850361,0.4309096742005728
1500,5,922912.5856711138,0.42089306753740047,101.76040614348378,0.4010843574137445,947901.0122275901,0.42973809089365095
2100,5,923515.5617040778,0.4210139897330961,101.67542987378542,0.4007531990571135,947179.7624098168,0.42950570814087974
3000,5,922459.4550127555,0.4205191757676253,101.79095299528949,0.40135968947109923,948203.9970275349,0.43007917188843253
300,6,922972.5229453134,0.42150895478211686,102.26477228820006,0.4035480505251392,943528.2393329926,0.4286758251986749
600,6,921762.265625137,0.42093825726167206,102.03002565799426,0.40257405778755856,941800.0807653593,0.4278455575400941
1500,6,919775.4490765176,0.4199427720611579,101.96021070103605,0.4023449423800131,941318.0411620574,0.42765758960158246
