"dayOmit","scapnumOmit","scapnumactual","yactual","yhat","resid"
489,"1","1",489,1551.99974444444,-1062.99974444444
489,"1","2",489,1538.10959444444,-1049.10959444444
489,"1","3",489,1566.72775,-1077.72775
489,"1","1",989,1586.8682,-597.868199999998
489,"1","1",1490,1718.70411111111,-228.704111111111
489,"1","1",1980,1868.01168888889,111.988311111112
489,"1","1",2496,2639.73787222222,-143.73787222222
489,"1","1",3103,3137.08352222222,-34.0835222222245
489,"1","1",3434,2584.06612222222,849.93387777778
489,"1","1",3962,3845.9550888889,116.0449111111
489,"1","1",4527,3123.96583333333,1403.03416666667
489,"2","1",489,1711.22331111111,-1222.22331111111
489,"2","2",489,1540.84088333333,-1051.84088333333
489,"2","3",489,1603.08768888889,-1114.08768888889
489,"2","2",989,1733.76767222222,-744.767672222218
489,"2","2",1490,1917.29614444444,-427.29614444444
489,"2","2",1980,2320.90878888889,-340.908788888888
489,"2","2",2496,2504.73932777778,-8.73932777777827
489,"2","2",3103,2841.78211666667,261.217883333331
489,"2","2",3434,3013.02079444444,420.979205555556
489,"2","2",3962,3632.68586111112,329.314138888883
489,"2","2",4527,3560.37846111112,966.621538888884
489,"3","1",489,1619.10103888889,-1130.10103888889
489,"3","2",489,1603.34192222222,-1114.34192222222
489,"3","3",489,1624.1106,-1135.1106
489,"3","3",989,1569.89801666666,-580.898016666664
489,"3","3",1490,1743.99724444444,-253.99724444444
489,"3","3",1980,2116.67000555555,-136.670005555553
489,"3","3",2496,2880.54642777778,-384.546427777775
489,"3","3",3103,3243.3446,-140.344600000002
489,"3","3",3434,3281.76693333334,152.233066666663
489,"3","3",3962,3262.57251666666,699.427483333336
989,"1","1",489,1239.7535,-750.7535
989,"1","1",989,1594.69432222222,-605.694322222221
989,"1","2",989,1897.90438888889,-908.904388888888
989,"1","3",989,2078.87977222222,-1089.87977222222
989,"1","1",1490,1335.38227777778,154.617722222222
989,"1","1",1980,2116.07711111111,-136.077111111113
989,"1","1",2496,2239.65062222222,256.349377777779
989,"1","1",3103,2991.02356111111,111.97643888889
989,"1","1",3434,2554.87895555556,879.121044444444
989,"1","1",3962,3487.89834444445,474.101655555555
989,"1","1",4527,3088.28796111111,1438.71203888889
989,"2","2",489,1132.58995,-643.589950000001
989,"2","1",989,2139.53973888889,-1150.53973888889
989,"2","2",989,2368.15593333333,-1379.15593333333
989,"2","3",989,2195.44482777778,-1206.44482777778
989,"2","2",1490,2023.5147,-533.514699999999
989,"2","2",1980,1993.77728333333,-13.7772833333327
989,"2","2",2496,2145.97450555556,350.025494444444
989,"2","2",3103,2432.83228333333,670.167716666665
989,"2","2",3434,3092.99879444445,341.001205555552
989,"2","2",3962,3527.74658888889,434.253411111109
989,"2","2",4527,3567.55807222223,959.441927777772
989,"3","3",489,1076.43031111111,-587.430311111112
989,"3","1",989,1775.34789444444,-786.347894444443
989,"3","2",989,1745.49167222222,-756.491672222221
989,"3","3",989,1797.24108333333,-808.241083333332
989,"3","3",1490,1722.86439444445,-232.864394444445
989,"3","3",1980,2037.96436666667,-57.96436666667
989,"3","3",2496,3129.46425555556,-633.46425555556
989,"3","3",3103,3270.43292222223,-167.43292222223
989,"3","3",3434,3344.62627777778,89.3737222222176
989,"3","3",3962,3675.30111111111,286.698888888886
1490,"1","1",489,1100.28197222222,-611.281972222223
1490,"1","1",989,1255.52978333333,-266.529783333335
1490,"1","1",1490,1378.83342777778,111.166572222221
1490,"1","2",1490,1496.12026111111,-6.1202611111139
1490,"1","3",1490,1429.89642222222,60.1035777777759
1490,"1","1",1980,1773.44786111112,206.552138888885
1490,"1","1",2496,2752.26096666666,-256.260966666664
1490,"1","1",3103,3184.31148888889,-81.3114888888895
1490,"1","1",3434,2621.72544444444,812.274555555556
1490,"1","1",3962,3865.62812777778,96.3718722222161
1490,"1","1",4527,2945.86677777778,1581.13322222222
1490,"2","2",489,1089.97930555556,-600.979305555557
1490,"2","2",989,1610.9553,-621.955300000003
1490,"2","1",1490,1840.98002777778,-350.980027777782
1490,"2","2",1490,1697.66460555556,-207.66460555556
1490,"2","3",1490,1764.70391666667,-274.703916666673
1490,"2","2",1980,2334.66594444445,-354.66594444445
1490,"2","2",2496,2579.7546,-83.7546000000048
1490,"2","2",3103,3026.18319444445,76.8168055555511
1490,"2","2",3434,2962.91172222223,471.088277777774
1490,"2","2",3962,3615.71060000001,346.289399999991
1490,"2","2",4527,3543.72312222223,983.276877777768
1490,"3","3",489,999.509133333332,-510.509133333332
